codigo_centro,nombre_centro,direccion,cod_estado,estado,cod_municipio,municipio,cod_parroquia,parroquia,numero_mesa,electores,circuito_an,lat,lon,riesgo,origen_mesas
020601006,UNIDAD EDUCATIVA PEDRO MARIA FREITES,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,979,,,,1,acta
020601006,UNIDAD EDUCATIVA PEDRO MARIA FREITES,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,979,,,,1,acta
020601006,UNIDAD EDUCATIVA PEDRO MARIA FREITES,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,978,,,,1,acta
020601007,UNIDAD EDUCATIVA DOCTOR FELIPE GUEVARA ROJAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,850,,,,1,acta
020601007,UNIDAD EDUCATIVA DOCTOR FELIPE GUEVARA ROJAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,849,,,,1,acta
020601007,UNIDAD EDUCATIVA DOCTOR FELIPE GUEVARA ROJAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,849,,,,1,acta
020601008,ESCUELA CAPACITACIÓN FEMENINA GREGORIA DÍAZ,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,904,,,,1,acta
020601008,ESCUELA CAPACITACIÓN FEMENINA GREGORIA DÍAZ,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,904,,,,1,acta
020601009,LICEO DOCTOR FELIPE GUEVARA ROJAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,978,,,,1,acta
020601009,LICEO DOCTOR FELIPE GUEVARA ROJAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,978,,,,1,acta
020601010,LICEO BOLIVARIANO JOSE RAMON CAMEJO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,793,,,,1,acta
020601010,LICEO BOLIVARIANO JOSE RAMON CAMEJO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,793,,,,1,acta
020601010,LICEO BOLIVARIANO JOSE RAMON CAMEJO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,793,,,,1,acta
020601010,LICEO BOLIVARIANO JOSE RAMON CAMEJO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,4,792,,,,1,acta
020601011,CENTRO DE EDUCACION INICIAL BOLIVARIANO LAS KARIÑITAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,695,,,,1,acta
020601011,CENTRO DE EDUCACION INICIAL BOLIVARIANO LAS KARIÑITAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,695,,,,1,acta
020601011,CENTRO DE EDUCACION INICIAL BOLIVARIANO LAS KARIÑITAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,695,,,,1,acta
020601013,ESCUELA NACIONAL CONCENTRADA NUMERO 1759-1763 LAS COLMENAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,545,,,,1,derivado
020601014,ESCUELA  NACIONAL  CONCENTRADA 2060-213-1752 MORICHALOTE,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,605,,,,1,derivado
020601015,UNIDAD EDUCATIVA MERECURAL,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,373,,,,1,acta
020601017,ESCUELA CONCENTRADA MIXTA NUMERO 115-165-1747-216,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,763,,,,1,acta
020601017,ESCUELA CONCENTRADA MIXTA NUMERO 115-165-1747-216,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,763,,,,1,acta
020601018,ESCUELA BÁSICA  FE Y ALEGRÍA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,825,,,,1,acta
020601018,ESCUELA BÁSICA  FE Y ALEGRÍA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,825,,,,1,acta
020601019,ESCUELA PREBISTERO EDUARDO MARTINEZ,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,712,,,,1,derivado
020601020,COLEGIO SAN TOME,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,959,,,,1,derivado
020601020,COLEGIO SAN TOME,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,959,,,,1,derivado
020601020,COLEGIO SAN TOME,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,959,,,,1,derivado
020601020,COLEGIO SAN TOME,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,4,959,,,,1,derivado
020601020,COLEGIO SAN TOME,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,5,958,,,,1,derivado
020601021,ESCUELA BOLIVARIANA LOS CHAGUARAMOS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,347,,,,1,acta
020601023,UNIDAD EDUCATIVA TASCABAÑA I,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,846,,,,1,acta
020601026,UNIDAD EDUCATIVA GRANADILLO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,769,,,,1,acta
020601027,ESCUELA BOLIVARIANA BAJO HONDO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,716,,,,1,acta
020601028,LICEO CHAMARIAPA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,681,,,,1,acta
020601028,LICEO CHAMARIAPA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,681,,,,1,acta
020601028,LICEO CHAMARIAPA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,681,,,,1,acta
020601029,CENTRO DE EDUCACION INICIAL ANDRES BELLO 2,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,730,,,,1,acta
020601029,CENTRO DE EDUCACION INICIAL ANDRES BELLO 2,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,730,,,,1,acta
020601029,CENTRO DE EDUCACION INICIAL ANDRES BELLO 2,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,3,729,,,,1,acta
020601030,ESCUELA BOLIVARIANA MARE MARE,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,514,,,,1,acta
020601031,ESCUELA BOLIVARIANA LAS POTOCAS,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,268,,,,1,acta
020601032,ESCUELA BOLIVARIANA BARBONERO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,571,,,,1,acta
020601033,UNIVERSIDAD GRAN MARISCAL DE AYACUCHO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,895,,,,1,acta
020601033,UNIVERSIDAD GRAN MARISCAL DE AYACUCHO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,2,895,,,,1,acta
020601035,ESCUELA UNITARIA LOMA LARGA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,196,,,,1,acta
020601036,ESCUELA BASICA RURAL GUICO NUCLEO ESCOLAR RURAL - 239 GUICO,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,561,,,,1,acta
020601037,ESCUELA UNITARIA EL MEREY,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,134,,,,1,derivado
020601039,UNIDAD EDUCATIVA LA FLORIDA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,145,,,,1,acta
020601040,ESCUELA UNITARIA SAN ANTONIO DE GUANIPA NER 239,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,223,,,,1,acta
020601041,UNIDAD EDUCATIVA NACIONAL URUPIA NER 595,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,309,,,,1,derivado
020601042,ESCUELA MAPICURITO NER 115,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,172,,,,1,derivado
020601043,JARDÍN DE INFANCIA CANTAURITA,,02,EDO. ANZOATEGUI,06,MP. FREITES,01,PQ. CANTAURA,1,214,,,,1,acta
020602001,UNIDAD EDUCATIVA NACIONAL RAFAEL CABALLERO SARMIENTO,,02,EDO. ANZOATEGUI,06,MP. FREITES,02,PQ. LIBERTADOR,1,740,,,,1,acta
020602001,UNIDAD EDUCATIVA NACIONAL RAFAEL CABALLERO SARMIENTO,,02,EDO. ANZOATEGUI,06,MP. FREITES,02,PQ. LIBERTADOR,2,739,,,,1,acta
020602002,ESCUELA NACIONAL UNITARIA NUMERO 1760 EL BUCARE,,02,EDO. ANZOATEGUI,06,MP. FREITES,02,PQ. LIBERTADOR,1,528,,,,1,derivado
020602003,UNIDAD EDUCATIVA LA PIEDRA NER 281,,02,EDO. ANZOATEGUI,06,MP. FREITES,02,PQ. LIBERTADOR,1,148,,,,1,acta
020603001,ESCUELA NACIONAL BOLIVARIANA TERESA DE LA PARRA,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,1,876,,,,1,acta
020603001,ESCUELA NACIONAL BOLIVARIANA TERESA DE LA PARRA,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,2,876,,,,1,acta
020603001,ESCUELA NACIONAL BOLIVARIANA TERESA DE LA PARRA,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,3,876,,,,1,acta
020603002,ESCUELA NACIONAL INDIGENA BOLIVARIANA PARAMAN,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,1,539,,,,1,acta
020603002,ESCUELA NACIONAL INDIGENA BOLIVARIANA PARAMAN,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,2,539,,,,1,acta
020603003,ESCUELA UNITARIA NUMERO 62 LA CEIBA,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,1,582,,,,1,acta
020603004,ESCUELA NACIONAL INDIGENA LA ISLA,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,1,771,,,,1,acta
020603005,ESCUELA CAPACHITO NER 543,,02,EDO. ANZOATEGUI,06,MP. FREITES,03,PQ. SANTA ROSA,1,124,,,,1,acta
020604001,UNIDAD EDUCATIVA  BLAS FARIÑA,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,1,888,,,,1,acta
020604001,UNIDAD EDUCATIVA  BLAS FARIÑA,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,2,888,,,,1,acta
020604002,LICEO BOLIVARIANO FRANCISCO CARVAJAL,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,1,864,,,,1,acta
020604002,LICEO BOLIVARIANO FRANCISCO CARVAJAL,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,2,864,,,,1,acta
020604003,ESCUELA  BOLIVARIANA EL SAMAN,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,1,545,,,,1,acta
020604003,ESCUELA  BOLIVARIANA EL SAMAN,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,2,544,,,,1,acta
020604004,ESCUELA NACIONAL UNITARIA NUMERO 1860 LA LEONA,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,1,182,,,,1,acta
020604005,ESCUELA CONCENTRADA NACIONAL GUAYABAL,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,1,554,,,,1,derivado
020604006,UNIDAD EDUCATIVA EL AMPARO NER 281,,02,EDO. ANZOATEGUI,06,MP. FREITES,04,PQ. URICA,1,184,,,,1,acta
020701001,ESCUELA INTEGRAL BOLIVARIANA DE EDUCACION ESPECIAL SOLEDAD,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,793,,,,1,acta
020701001,ESCUELA INTEGRAL BOLIVARIANA DE EDUCACION ESPECIAL SOLEDAD,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,793,,,,1,acta
020701002,GRUPO ESCOLAR FRAY NICOLAS DE ODENA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,775,,,,1,acta
020701002,GRUPO ESCOLAR FRAY NICOLAS DE ODENA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,775,,,,1,acta
020701002,GRUPO ESCOLAR FRAY NICOLAS DE ODENA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,3,775,,,,1,acta
020701002,GRUPO ESCOLAR FRAY NICOLAS DE ODENA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,4,775,,,,1,acta
020701003,GRUPO ESCOLAR TOMAS MONTILLA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,892,,,,1,acta
020701003,GRUPO ESCOLAR TOMAS MONTILLA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,891,,,,1,acta
020701003,GRUPO ESCOLAR TOMAS MONTILLA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,3,891,,,,1,acta
020701004,GRUPO ESCOLAR DOCTOR JOSÉ MARIA RODRÍGUEZ ARMAS,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,984,,,,1,acta
020701004,GRUPO ESCOLAR DOCTOR JOSÉ MARIA RODRÍGUEZ ARMAS,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,983,,,,1,acta
020701005,GRUPO ESCOLAR JOSE ANTONIO ANZOATEGUI,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,913,,,,1,acta
020701005,GRUPO ESCOLAR JOSE ANTONIO ANZOATEGUI,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,913,,,,1,acta
020701005,GRUPO ESCOLAR JOSE ANTONIO ANZOATEGUI,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,3,913,,,,1,acta
020701005,GRUPO ESCOLAR JOSE ANTONIO ANZOATEGUI,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,4,913,,,,1,acta
020701006,UNIDAD EDUCATIVA TEMISTOCLES MAZA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,688,,,,1,acta
020701006,UNIDAD EDUCATIVA TEMISTOCLES MAZA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,687,,,,1,acta
020701007,ESCUELA UNITARIA NACIONAL NUMERO 416 COLORADITO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,594,,,,1,derivado
020701008,ESCUELA ESTADAL NUMERO 67 TABARO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,572,,,,1,derivado
020701009,ESCUELA NACIONAL UNITARIA NUMERO 1 MORICHAL LARGO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,527,,,,1,acta
020701010,ESCUELA NACIONAL CONCENTRADA NUMERO 58-195 LA CANOA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,549,,,,1,derivado
020701011,ESCUELA BOLIVARIANA MALPICA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,242,,,,1,derivado
020701015,ESCUELA BOLIVARIANA LAS CURAGUAS,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,207,,,,1,acta
020701016,ESCUELA INTEGRAL BOLIVARIANA EL LINDERO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,516,,,,1,acta
020701017,ESCUELA ESTADAL SIMON RODRIGUEZ,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,552,,,,1,acta
020701017,ESCUELA ESTADAL SIMON RODRIGUEZ,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,551,,,,1,acta
020701018,NUCLEO EDUCACION RURAL 321 TAMARINDO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,266,,,,1,derivado
020701019,UNIDAD EDUCATIVA LA ALDEA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,339,,,,1,acta
020701020,ESCUELA BASICA EZEQUIEL ZAMORA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,531,,,,1,acta
020701020,ESCUELA BASICA EZEQUIEL ZAMORA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,2,531,,,,1,acta
020701021,ESCUELA BOLIVARIANA LA ENCARAMADA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,320,,,,1,acta
020701022,UNIDAD EDUCATIVA INDEPENDENCIA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,01,PQ. SOLEDAD,1,465,,,,1,acta
020702001,ESCUELA NACIONAL BOLIVARIANA MAMO ARRIBA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,894,,,,1,derivado
020702002,ESCUELA ESTADAL NUMERO  68 BOTALON,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,531,,,,1,acta
020702003,ESCUELA BOLIVARIANA PRIMARIA CARAPA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,493,,,,1,acta
020702004,ESCUELA INTEGRAL BOLIVARIANA PALITAL,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,814,,,,1,derivado
020702004,ESCUELA INTEGRAL BOLIVARIANA PALITAL,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,2,813,,,,1,derivado
020702005,ESCUELA RURAL BOLIVARIANA DEL ACEITAL DE YABO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,754,,,,1,derivado
020702005,ESCUELA RURAL BOLIVARIANA DEL ACEITAL DE YABO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,2,754,,,,1,derivado
020702006,ESCUELA MUNICIPAL JUAN PEDRO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,220,,,,1,derivado
020702007,ESCUELA MUNICIPAL MACAPAIMA,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,294,,,,1,derivado
020702008,ESCUELA CONCENTRADA NACIONAL NUMERO 1035  JUASJUILLAR,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,485,,,,1,acta
020702009,UNIDAD EDUCATIVA EL AMPARO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,209,,,,1,acta
020702010,ESCUELA BÁSICA CASTILLO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,213,,,,1,acta
020702011,ESCUELA BÁSICA NUEVO MAMO,,02,EDO. ANZOATEGUI,07,MP. INDEPENDENCIA,02,PQ. MAMO,1,174,,,,1,derivado
020801001,ESCUELA BÁSICA BALTASAR VALLENILLA,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,1,785,,,,1,acta
020801001,ESCUELA BÁSICA BALTASAR VALLENILLA,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,2,784,,,,1,acta
020801001,ESCUELA BÁSICA BALTASAR VALLENILLA,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,3,784,,,,1,acta
020801002,UNIDAD EDUCATIVA NACIONAL FÉLIX ARMANDO NÚÑEZ,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,1,827,,,,1,acta
020801002,UNIDAD EDUCATIVA NACIONAL FÉLIX ARMANDO NÚÑEZ,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,2,827,,,,1,acta
020801002,UNIDAD EDUCATIVA NACIONAL FÉLIX ARMANDO NÚÑEZ,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,3,827,,,,1,acta
020801002,UNIDAD EDUCATIVA NACIONAL FÉLIX ARMANDO NÚÑEZ,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,4,826,,,,1,acta
020801003,ESCUELA ESTADAL NACIONAL JOSE FELIX RIBAS,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,1,797,,,,1,acta
020801003,ESCUELA ESTADAL NACIONAL JOSE FELIX RIBAS,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,2,797,,,,1,acta
020801004,UNIDAD EDUCATIVA QUIAMARE,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,1,502,,,,1,derivado
020801004,UNIDAD EDUCATIVA QUIAMARE,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,2,502,,,,1,derivado
020801006,UNIDAD BASICA POTRERITO,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,1,510,,,,1,acta
020801006,UNIDAD BASICA POTRERITO,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,2,509,,,,1,acta
020801007,BASE DE MISIONES MANUELITA SAENZ,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,01,PQ. SAN MATEO,1,324,,,,1,acta
020802001,ESCUELA  ESTADAL JOSÉ GREGORIO MONAGAS,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,02,PQ. EL CARITO,1,944,,,,1,acta
020802001,ESCUELA  ESTADAL JOSÉ GREGORIO MONAGAS,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,02,PQ. EL CARITO,2,944,,,,1,acta
020803001,ESCUELA BÁSICA MANUEL HENRIQUEZ BUCK,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,03,PQ. SANTA INES,1,903,,,,1,acta
020803001,ESCUELA BÁSICA MANUEL HENRIQUEZ BUCK,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,03,PQ. SANTA INES,2,903,,,,1,acta
020803001,ESCUELA BÁSICA MANUEL HENRIQUEZ BUCK,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,03,PQ. SANTA INES,3,903,,,,1,acta
020803002,ESCUELA MIXTA ESTADAL NUMERO 72 BUENOS AIRES,,02,EDO. ANZOATEGUI,08,MP. LIBERTAD,03,PQ. SANTA INES,1,372,,,,1,acta
020901001,GRUPO ESCOLAR BOLET PERAZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,1,824,,,,1,acta
020901001,GRUPO ESCOLAR BOLET PERAZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,2,824,,,,1,acta
020901001,GRUPO ESCOLAR BOLET PERAZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,3,824,,,,1,acta
020901001,GRUPO ESCOLAR BOLET PERAZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,4,824,,,,1,acta
020901001,GRUPO ESCOLAR BOLET PERAZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,5,824,,,,1,acta
020901002,INSTITUTO EDUCACIONAL PARIAGUAN,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,1,943,,,,1,acta
020901002,INSTITUTO EDUCACIONAL PARIAGUAN,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,2,943,,,,1,acta
020901002,INSTITUTO EDUCACIONAL PARIAGUAN,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,3,942,,,,1,acta
020901002,INSTITUTO EDUCACIONAL PARIAGUAN,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,4,942,,,,1,acta
020901002,INSTITUTO EDUCACIONAL PARIAGUAN,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,5,942,,,,1,acta
020901003,"ESCUELA NACIONAL NUMERO 78, LA PETERA",,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,1,785,,,,1,derivado
020901003,"ESCUELA NACIONAL NUMERO 78, LA PETERA",,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,2,784,,,,1,derivado
020901003,"ESCUELA NACIONAL NUMERO 78, LA PETERA",,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,3,784,,,,1,derivado
020901004,GRUPO ESCOLAR ROMUALDO GOMEZ,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,1,826,,,,1,derivado
020901004,GRUPO ESCOLAR ROMUALDO GOMEZ,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,2,825,,,,1,derivado
020901004,GRUPO ESCOLAR ROMUALDO GOMEZ,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,3,825,,,,1,derivado
020901004,GRUPO ESCOLAR ROMUALDO GOMEZ,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,4,825,,,,1,derivado
020901005,UNIDAD EDUCATIVA DOCTOR RAMON POMPILIO OROPEZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,1,814,,,,1,acta
020901005,UNIDAD EDUCATIVA DOCTOR RAMON POMPILIO OROPEZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,2,814,,,,1,acta
020901005,UNIDAD EDUCATIVA DOCTOR RAMON POMPILIO OROPEZA,,02,EDO. ANZOATEGUI,09,MP. MIRANDA,01,PQ. PARIAGUAN,3,813,,,,1,acta
