centro_cne_id,codigo_centro,cod_estado,cod_municipio,cod_parroquia,estado,municipio,parroquia,nombre_centro,direccion,mesas,electores
010101001,10101001,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA DISTRITAL MADARIAGA,SECTOR ALTAGRACIA DERECHA CALLE CONCORDIA. IZQUIERDA CALLE DELICIAS. FRENTE CALLE DELICIAS A CONCORDIA AL FRENTE COLEGIO BELUTINI CASA,3,2217
010101002,10101002,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA SANTA BARBARA,SECTOR SANTA BARBARA DERECHA CALLE PARAISO. IZQUIERDA CALLE DOCTOR GONZALEZ. FRENTE CALLE PARAISO FRENTE ESQUINAS DOCTOR GONZÁLEZ A PARAÍSO EDIFICIO,3,2320
010101003,10101003,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA PRIVADA COLEGIO LA SALLE,"SECTOR TIENDA HONDA DERECHA CALLE TIENDA HONDA. IZQUIERDA CALLE SANTA BARBARA. FRENTE CALLE TIENDA HONDA A SANTA BARBARA FRENTE ESQUINAS ESTE CINCO TIENDA HONDA A ESTE CINCO SANTA BARBARA, EDIFICIO",9,6884
010101004,10101004,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA NACIONAL DOCTOR FRANCISCO MENDOZA,SECTOR CASCO UNO DERECHA CALLE CEIBA. IZQUIERDA CALLE PORVENIR. FRENTE CALLE CEIBA A PORVENIR FRENTE CASA DE LA ALIMENTACIÓN Y MISIÓN VUELVAN CARAS CASA,3,1788
010101006,10101006,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,COLEGIO UNIVERSITARIO FRANCISCO DE MIRANDA,URBANIZACIÓN ALTAGRACIA DERECHA CALLE MERCEDES. IZQUIERDA CALLE MERCEDES. FRENTE CALLE MIJARES LATERAL AL BANCO CENTRAL DE VENEZUELA Y DIAGONAL A LA IGLESIA LAS MERCEDES EDIFICIO,7,4841
010101007,10101007,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,ESCUELA NACIONAL DE ARTES ESCÉNICAS CESAR RENGIFO,SECTOR CASCO II DERECHA CALLE EL CUÑO. IZQUIERDA CALLE CAJA DE AGUA. FRENTE CALLE EL CUÑO DIAGONAL A LA JUNTA PARROQUIAL DE ALTAGRACIA EDIFICIO,3,2123
010101008,10101008,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA NACIONAL SIMÓN BOLÍVAR,SECTOR EL CUNO FRENTE CALLE CUNO A GUANABANO. DERECHA CALLEJÓN GUANABANO. IZQUIERDA CALLEJÓN CUNO FRENTE OESTE NUEVE Y ESQUINA CUÑO A GUANABANO EDIFICIO,7,4732
010101009,10101009,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA SANTA TERESA DEL NIÑO JESÚS,SECTOR CASCO III DERECHA AVENIDA PANTEON. IZQUIERDA CALLE SANTA BARBARA A CANONIGO. FRENTE CALLE SANTA BARBARA ENTRE PANADERÍA PUENTE PÁEZ E IGLESIA SANTÍSIMA TRINIDAD CASA,4,2497
010101010,10101010,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,CENTRO DE EDUCACIÓN INICIAL RAFAEL MARIA BARALT,URBANIZACIÓN CARABALLO DERECHA CALLE LOS CUJICITOS. IZQUIERDA CALLEJÓN LOS CUJICITOS. FRENTE PASAJE BLOQUE 1 FRENTE AL CENTRO DE DIAGNOSTICO INTEGRAL (CDI) EDIFICIO,2,1367
010101025,10101025,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,CENTRO MUNICIPAL DE ATENCIÓN INTEGRAL ALTAGRACIA (CMAI),"SECTOR EL RETIRO DERECHA CALLE LOS EUCALIPTUS. IZQUIERDA CALLE SEGUNDA CALLE EL RETIRO. FRENTE CALLE FINAL AVENIDA BARALT INICIO DE AVENIDA COTA MIL FRENTE RESIDENCIAS VILLA DEL SUR, DIAGONAL PARADA DE AUTOBUSES COTIZA CASA",2,908
010101026,10101026,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,CENTRO DE EDUCACIÓN INICIAL SAMUEL ROBINSÓN,SECTOR EL RETIRO DERECHA CALLE TERRAZA A. IZQUIERDA CALLE PRIMERA CALLE EL RETIRO. FRENTE TRANSVERSAL ENTRE EL RETIRO Y TERRAZA A FINAL AVENIDA BARALT CON PRIMERA CALLE DEL RETIRO CASA,2,1068
010101027,10101027,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA DISTRITAL ANTONIO ORNES,BARRIO SAN JOSE COTIZA FRENTE CALLE LOS EUCALIPTUS. DERECHA ESCALERA SAN MARCOS. IZQUIERDA ESCALERA SAN JUDA FRENTE AL PARQUE ANDRES GALARRAGA EDIFICIO,2,1481
010101028,10101028,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,BIBLIOTECA NACIONAL SALA UNO,"SECTOR PANTEON FRENTE AVENIDA AVENIDA PANTEON. DERECHA CALLE ESQUINA DE FE. IZQUIERDA CALLE REMEDIO FRENTE AL FINAL DE LA AVENIDA PANTEÓN, EDIFICIO",3,2267
010101031,10101031,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,CASA DE NUESTRA AMERICA JOSE MARTI,URBANIZACIÓN CASCO II DERECHA AVENIDA URDANETA. IZQUIERDA CALLE JESUITA. FRENTE BULEVAR PANTEON FRENTE A LA CASA DE HISTORIA FUNDACION MENDOZA CASA,2,1334
010101032,10101032,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA FUENTE DEL SABER,URBANIZACIÓN CASCO I DERECHA AVENIDA OESTE 5. IZQUIERDA AVENIDA OESTE 7. FRENTE AVENIDA OESTE 8 FRENTE AL PRE ESCOLAR AMADA PRESENCIA CASA,1,487
010101033,10101033,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,UNIDAD EDUCATIVA CENTRO ORIENTACIÓN PEDAGÓGICA ANDRÉS ELOY BLANCOELOY BLANCO,URBANIZACIÓN CASCO 1 FRENTE AVENIDA OESTE 8. DERECHA CALLE PINEDA. IZQUIERDA CALLE OESTE 5 ESQUINA TORO A DOS CUADRA DETRÁS DE MIRAFLORES CASA,1,509
010101035,10101035,1,1,1,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. ALTAGRACIA,CASA VILLAS DEL SOL,URBANIZACIÓN VILLAS DEL SOL IZQUIERDA CALLE PRINCIPAL LOS EUCALIPTUS. DERECHA CALLEJÓN SANTA EDUVIGIS. FRENTE CALLEJÓN CARMEN CLEMENTE TRAVIEZO FRENTE A CANCHA DEPORTIVA CASA,1,284
010102004,10102004,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,ESCUELA MUNICIPAL JOSÉ RAMÓN CAMEJO,SECTOR SARRÍA DERECHA CALLE SAN PEDRO. IZQUIERDA CALLE SANTO DOMINGO. FRENTE CALLE REAL DE SARRÍA FRENTE AL MÓDULO DE BARRIO ADENTRO CASA,3,1674
010102005,10102005,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,COLEGIO LA VIRGEN NIÑA,SECTOR SARRIA DERECHA CALLE SAN PEDRO. IZQUIERDA CALLE SANTO DOMINGO. FRENTE CALLE REAL DE SARRÍA FRENTE A LA MUEBLERÍA COMERCIAL DECODAN. C.A. CASA,3,2107
010102006,10102006,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,COLEGIO SAN FRANCISCO DE SALES,URBANIZACIÓN CANDELARIA FRENTE AVENIDA ANDRES BELLO. DERECHA CALLE SALESIANO. IZQUIERDA CALLE PARADERO FRENTE A LA TORRE FUNDACION DEL NIÑO CASA,6,4226
010102007,10102007,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,ESCUELA BASICA JOSEFINA DAVIOT,URBANIZACIÓN CANDELARIA DERECHA AVENIDA VENUS. FRENTE AVENIDA PARADERO. IZQUIERDA CALLE ESQUINA PARADERO FRENTE AL EDIFICIO SAN JOSE DEL AVILA A 50 METROS DE LA CRUZ ROJA INTERNACIONAL CASA,3,1654
010102008,10102008,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,ESCUELA EXPERIMENTAL VENEZUELA,URBANIZACIÓN CANDELARIA LOS CAOBOS DERECHA AVENIDA SUR 23. IZQUIERDA AVENIDA ESTE DOS. FRENTE AVENIDA MÉXICO A LA IZQUIERDA PLAZA MORELOS FRENTE AL HOTEL ALBA EDIFICIO,7,5126
010102009,10102009,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,PATRONATO SAN JOSÉ DE TARBES,URBANIZACIÓN CANDELARIA DERECHA AVENIDA SUR 23. IZQUIERDA AVENIDA SUR 21. FRENTE AVENIDA ESTE 2 FRENTE A LA CLÍNICA BRICEÑO ROSSI CASA,4,3046
010102010,10102010,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,LICEO ANDRÉS BELLO,URBANIZACIÓN LA CANDELARIA IZQUIERDA AVENIDA GALERIAS. FRENTE AVENIDA MÉXICO. DERECHA CALLE MISERICORDIA AL LADO DEL METRO DE PARQUE CARABOBO EDIFICIO,17,12266
010102011,10102011,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,ESCUELA BASICA NACIONAL JOSE ANGEL ALAMO,SECTOR LA CANDELARIA FRENTE AVENIDA ESTE 0. DERECHA CALLE FERRENQUIN. IZQUIERDA CALLE MANDUCA A MEDIA CUADRA DEL RESTAURANTE BARCO DE COLON EDIFICIO,9,6360
010102012,10102012,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,OFICINA DEL MINISTERIO DEL TRABAJO,SECTOR CANDELARIA DERECHA CALLE FERRENQUIN. IZQUIERDA CALLE MANDUCA. FRENTE CALLE AVENIDA ESTE A MEDIA CUADRA DEL RESTAURANTE BARCO DE COLON EDIFICIO,3,1810
010102013,10102013,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,UNIDAD EDUCATIVA LICEO ALCAZAR,SECTOR LA CANDELARIA DERECHA CALLE ROMUALDA. IZQUIERDA CALLE MANDUCA. FRENTE CALLE MANDUCA A MEDIA CUADRA DEL BANCO EXTERIOR CASA,5,3410
010102014,10102014,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,UNIDAD EDUCATIVA COLEGIO LUIS DE CAMOES,SECTOR LA CANDELARIA DERECHA AVENIDA UNIVERSIDAD. FRENTE AVENIDA SUR 13 ESQUINA DE MIGUELACHO. IZQUIERDA CALLE MIGUELACHO DIAGONAL A LA ESTACION DELMETRO PARQUE CARABOBO CASA,3,2360
010102015,10102015,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,INSTITUTO UNITARIO DEL CENTRO,SECTOR LA CANDELARIA FRENTE AVENIDA UNIVERSIDAD. DERECHA CALLE ESQUINA MONROY. IZQUIERDA CALLE ESQUINA DE MISERICORDIA FRENTE AL CICPC Y AL LADO DE LA ESTACION DEL METRO PARQUE CARABOBO CASA,5,3459
010102017,10102017,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,IPOSTEL,SECTOR LA CANDELARIA DERECHA AVENIDA NORTE 13. IZQUIERDA AVENIDA NORTE 15. FRENTE AVENIDA URDANETA PLAZA LA CANDELARIA LOCAL COMERCIAL,4,2636
010102018,10102018,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,COLEGIO DORA BURGUEÑO,SECTOR LA CANDELARIA DERECHA AVENIDA SUR 21. IZQUIERDA AVENIDA OESTE. FRENTE AVENIDA AVENIDA ESTE CON CALLE 19 DIAGONAL AL CENTRO FINANCIERO PROVINCIAL EDIFICIO,1,710
010102019,10102019,1,1,2,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CANDELARIA,CENTRO DE EDUCACION INICIAL BOLIVARIANO SIMONCITO,URBANIZACIÓN CANDELARIA FRENTE AVENIDA SUR 21. DERECHA CALLE COLIMODIO. IZQUIERDA CALLE ESTE 2 DETRAS DEL CENTRO COMERCIAL PARQUE CARACAS EDIFICIO,2,936
010103001,10103001,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,INSTITUTO CICLO DIVERSIFICADO FERMÍN TORO,URBANIZACIÓN EL SILENCIO DERECHA CALLE SOLIS. IZQUIERDA CALLE MARCOS PARRA. FRENTE CALLE SOLIS A MARCOS PARRA FRENTE METRO EL SILENCIO EDIFICIO,11,8100
010103002,10103002,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,CASA COLONIAL SANTA INÉS CANO AMARILLO,SECTOR CANO AMARILLO FRENTE AVENIDA PRINCIPAL DE CANO AMARILLO. DERECHA CALLE LOS JABILLOS. IZQUIERDA CALLE REAL DE MONTE PIEDAD FRENTE A LAS OFICINAS DEL ANTIGUO CORREO CASA,2,1565
010103003,10103003,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,OFICINA CONCEJO MUNICIPAL,"SECTOR SECTOR EL SILENCIO DERECHA AVENIDA SUCRE. IZQUIERDA AVENIDA BARALT. FRENTE AVENIDA FINAL AV UNIVERSIDAD ESTACIÓN METRO CAPITOLIO Y MACDONALDS, EDIFICIO",3,2183
010103004,10103004,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,ESCUELA BÁSICA BOLÍVAR,SECTOR CANO AMARILLO FRENTE AVENIDA OESTE DOS. DERECHA CALLE ESTACION. IZQUIERDA CALLE CANO AMARILLO DETRÁS DE LA PLAZA BICENTENARIO EDIFICIO,3,1712
010103005,10103005,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,UNIDAD EDUCATIVA SAN RAFAEL DE PAGUITA,SECTOR CANO AMARILLO FRENTE AVENIDA SUCRE DE CATIA. DERECHA CALLE VIADUCTO UNION. IZQUIERDA CALLE PLAZA MARINO ESQUINA VIADUCTO Y LA IGLESIA NUESTRA SENORA PERPETUA SOCORRO EDIFICIO,5,3390
010103006,10103006,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,UNIDAD EDUCATIVA COLEGIO ÁVILA,SECTOR LA HOYADA DERECHA CALLE PENERO. IZQUIERDA CALLE DOCTOR DIAZ. FRENTE CALLE DOCTOR DIAZ A PENERO DETRÁS DE ESQUINA DEL CHORRO Y MINISTERIO DE CIENCIA Y TECNOLOGIA EDIFICIO,3,2362
010103008,10103008,1,1,3,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. CATEDRAL,TORRE EL CHORRO,SECTOR LA HOYADA FRENTE AVENIDA UNIVERSIDAD. DERECHA CALLE PASEO COLON. IZQUIERDA CALLE EL CHORRO FRENTE AL MPPCTII EDIFICIO,1,362
010104001,10104001,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,ESCUELA BÁSICA PRIVADA COLEGIO SAN FRANCISCO JAVIER,SECTOR MECEDORES DERECHA CALLE PRINCIPAL DE MECEDORES. IZQUIERDA CALLE ESQUINA SEMINARIO. FRENTE CALLE ESQUINA HIJO DE DIOS AL LADO DE LA UNIVERSIDAD CATÓLICA SANTA ROSA CASA,2,1579
010104002,10104002,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA DISTRITAL JOSÉ GIL FORTUL,SECTOR LA PASTORA DERECHA AVENIDA ESQUINA SOLITARIO. IZQUIERDA AVENIDA DOS PILITAS. FRENTE AVENIDA FINAL AVENIDA BARALT FRENTE AL TRIBUNAL SUPREMO DE JUSTICIA. GALPÓN,3,1973
010104003,10104003,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,AMBULATORIO NORTE,SECTOR LA PASTORA DERECHA CALLE ESQUINA DOS PILITAS. IZQUIERDA CALLE ESQUINA PORTILLO. FRENTE PROLONGACIÓN AVENIDA BARALT FRENTE AL TRIBUNAL SUPREMO DE JUSTICIA EDIFICIO,1,732
010104004,10104004,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA DISTRITAL BOLIVARIANA JUAN BAUTISTA ALBERDI,SECTOR MANICOMIO DERECHA CALLE EL MOLINO. IZQUIERDA CALLE LIDICE. FRENTE CALLE REAL EL MOLINO AL LADO DEL MODULO DE LA POLICÍA SUBCOMISARIA DE LA PASTORA. EDIFICIO,6,4346
010104005,10104005,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,ESCUELA BÁSICA NACIONAL BOLIVARIANA LEÓN TRUJILLO,SECTOR CAMPO ELIAS DE LIDICE DERECHA CALLEJÓN ESQUINA REDOMA. IZQUIERDA CALLEJÓN ESQUINA CERRO. FRENTE CALLEJÓN BLOQUE 7 CAMPO ELIAS FRENTE AL BLOQUE 7 EDIFICIO,2,961
010104006,10104006,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,JARDÍN DE INFANCIA DOCTORA CARMEN VERÓNICA COELLO,SECTOR MANICOMIO DERECHA CALLE BARRIO SIMON RODRIGUEZ. IZQUIERDA CALLE CAMPO ELIAS. FRENTE CALLE PRINCIPAL FRENTE HOSPITAL DE LIDICE. EDIFICIO,2,812
010104010,10104010,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA DISTRITAL ALBERTINA ANDRESSEN,SECTOR EL POLVORIN Y BARRIO SIN LEY FRENTE CALLE PRIMERA CALLE. DERECHA CALLEJÓN TIERRA BLANCA. IZQUIERDA CALLEJÓN LA PILA FRENTE CENTRO ARTÍSTICO CULTURAL RAFUCHO Y SUS NIÑOS. CALLEJÓN SAN JOSÉ BARRIO SIN LEY. CASA,1,649
010104011,10104011,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA DISTRITAL UNITARIA NUMERO 44,SECTOR LOS GUAYABITOS FRENTE CALLE REAL CAMINO DE LOS ESPA#OLES. DERECHA PROLONGACIÓN CALLE REAL CAMINO DE LOS ESPA#OLES. IZQUIERDA PROLONGACIÓN CALLE REAL CAMINO DE LOS ESPA#OLES DIAGONAL AL RANCHO DE MANOLO CASA,1,498
010104012,10104012,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO SAN JUDAS TADEO,SECTOR LA PASTORA DERECHA CALLE NORTE 10. IZQUIERDA CALLE SAN RAFAEL. FRENTE CALLE REAL LA PASTORA FRENTE A LA FARMACIA PUERTA CARACAS EDIFICIO,5,3784
010104013,10104013,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,CENTRO DE SALUD INTEGRAL DOCTOR JOSÉ IZQUIERDO,SECTOR PUERTA CARACAS FRENTE CALLE EL POLVORÍN. DERECHA BULEVAR PLAZA ANDRÉS ELOY BLANCO. IZQUIERDA BULEVAR EL POLVORÍN PLAZA ANDRÉS ELOY BLANCO CASA,2,1403
010104014,10104014,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,LICEO BOLIVARIANO LINO GALLARDO,SECTOR LOS MECEDORES FRENTE CALLE REAL DE LOS MECEDORES. DERECHA PROLONGACIÓN CALLE REAL DE LOS MECEDORES. IZQUIERDA PROLONGACIÓN CALLE REAL DE LOS MECEDORES FRENTE A LA RESIDENCIA LOS MECEDORES EDIFICIO,5,3330
010104015,10104015,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,ESCUELA BÁSICA NACIONAL,PARROQUIA LA PASTORA SECTOR LOS MECEDORES FRENTE CALLE REAL LOS MECEDORES. DERECHA VEREDA AL BLOQUE 2 DE LA URBANIZACION DIEGO DE LOZADA. IZQUIERDA VEREDA AL BLOQUE 1 DE LA URBANIZACION DIEGO DE LOZADA FRENTE PLAZA DIEGO DE LOZADA EDIFICIO,2,1091
010104016,10104016,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,MATERNAL MANUEL CABRÉ,SECTOR LOS ROBLES IZQUIERDA CALLE LOS ROBLES. FRENTE CALLE SEGUNDA LA TROPICAL. DERECHA CALLEJÓN TROPICAL ESTA SIGNADA CON EL NUMERO 6 CASA,1,681
010104017,10104017,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,PRE ESCOLAR MANUEL CABRÉ,SECTOR LOS ROBLES DERECHA CALLE LOS ROBLES. IZQUIERDA CALLE PRIMERA LA TROPICAL. FRENTE CALLE SEGUNDA LA TROPICAL FRENTE AUTO REPUESTOS LINDARTE. CASA,2,1039
010104018,10104018,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA CRUCITA DELGADO,SECTOR MANICOMIO IZQUIERDA CALLE LA LOMA. FRENTE CALLE BOLIVAR. DERECHA PROLONGACIÓN CALLE BOLIVAR FRENTE PARQUE INFANTIL EDIFICIO,4,2939
010104019,10104019,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA PRIMAVERA,SECTOR MANICOMIO DERECHA CALLE BACHICHE. IZQUIERDA CALLE 5 DE JULIO. FRENTE CALLE LA CEIBA FRENTE AUTO REPUESTOS LOS ROBLES CASA,2,1051
010104022,10104022,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA SAN FRANCISCO JAVIER,SECTOR LIDICE IZQUIERDA CALLE PRINCIPAL DE LIDICE. FRENTE CALLE REAL DE LIDICE. DERECHA CALLEJÓN REAL DE LIDICE AL LADO DE LA IGLESIA DE LIDICE. EDIFICIO,5,3444
010104024,10104024,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA DISTRITAL ENRIQUE CHAUMER,SECTOR LIDICE FRENTE CALLE REAL DE LIDICE. DERECHA PROLONGACIÓN CALLE REAL DE LIDICE. IZQUIERDA PROLONGACIÓN CALLE REAL DE LIDICE AL LADO DEL LICEO BOLIVARIANO PERÚ DE LACROIX EDIFICIO,6,4236
010104025,10104025,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA PRIVADA COLEGIO MODERNO,SECTOR MANICOMIO DERECHA CALLE BACHICHE. IZQUIERDA CALLE LOZADA. FRENTE CALLE PRINCIPAL MANICOMIO AL LADO DE LA FARMACIA PRINCIPAL CASA,4,2580
010104026,10104026,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA DISTRITAL ANTONIO VAAMONDE,URBANIZACIÓN LA PASTORA DERECHA AVENIDA OESTE 15 ESQUINA SAN PASCUAL. IZQUIERDA AVENIDA OESTE 17 ESQUINA SANTA ANA. FRENTE AVENIDA NORTE 14 BOULEVAR BRASIL FRENTE AL EDIFICIO BRASIL CASA,1,658
010104027,10104027,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA PRIVADA INSTITUTO SAN JUDAS TADEO,SECTOR MECEDORES DERECHA CALLE SABANA DEL BLANCO. FRENTE CALLE CUARTA. IZQUIERDA PROLONGACIÓN CUARTA CALLE ADYACENTE A LA FUNERARIA CASA,1,762
010104028,10104028,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,LICEO BOLIVARIANO PERÚ DE LA CROIX,SECTOR LIDICE DERECHA CALLE REAL DE MANICOMIO. FRENTE CALLE REAL DE LIDICE. IZQUIERDA PROLONGACIÓN CALLE REAL DE LIDICE AL LADO DE LA COMISARÍA DIEGO DE LOSADA DE LA POLICÍA EDIFICIO,5,3616
010104029,10104029,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA REPUBLICA DE BOLIVIA,SECTOR LA PASTORA FRENTE AVENIDA OESTE 15. DERECHA CALLE NORTE 18. IZQUIERDA CALLE OESTE 15 Y ESQUINA NAZARENO FRENTE A LA ESQUINA SANTA ISABEL EDIFICIO,4,2833
010104030,10104030,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA PRIVADA COLEGIO AGUSTINIANO LA DIVINA PASTORA,SECTOR LA PASTORA FRENTE AVENIDA NORTE 22 ESQUINA SAN ANTONIO. DERECHA CALLE OESTE 13. IZQUIERDA CALLE OESTE 11 AL LADO DEL SANTUARIO NIÑO JESÚS DE PRAGA EDIFICIO,4,2901
010104031,10104031,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIVERSIDAD CATÓLICA SANTA ROSA,SECTOR SABANA DEL BLANCO DERECHA AVENIDA BARALT. IZQUIERDA CALLE CUARTA SABANA DEL BLANCO. FRENTE CALLE SEMINARIO AL LADO DEL COLEGIO SAN FRANCISCO JAVIER EDIFICIO,2,1254
010104032,10104032,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA JOSÉ IGNACIO PAZ CASTILLO,SECTOR SABANA DEL BLANCO DERECHA CALLE CALLE REAL DE LOS MECEDORES. FRENTE CALLE SEXTA. IZQUIERDA PROLONGACIÓN SEXTA CALLE FRENTE AL TALLER CIRCULO OBRERO EDIFICIO,2,1520
010104033,10104033,1,1,4,DTTO. CAPITAL,MP. BLVNO LIBERTADOR,PQ. LA PASTORA,UNIDAD EDUCATIVA LICEO BOLIVARIANO AGUSTÍN AVELEDO,SECTOR LA PASTORA DERECHA AVENIDA OESTE 11. IZQUIERDA AVENIDA OESTE 13. FRENTE AVENIDA NORTE 14 ENTRE ESQUINAS TAJAMAR Y NATIVIDAD EDIFICIO,6,4167
